sample identifier,injection id,data cube label,retention volume (mL),absorbance (mAU),pH (pH),temperature (degC),system flow (mL/min)
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30027.78515625,2.1697893142700195,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30029.09375,2.1703293323516846,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30030.400390625,2.1724305152893066,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30031.70703125,2.1756205558776855,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30033.017578125,2.1784887313842773,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30034.322265625,2.1784751415252686,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30035.6328125,2.17829966545105,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30036.94140625,2.1791722774505615,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30038.25,2.179900646209717,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30039.55859375,2.1788980960845947,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30040.865234375,2.1771862506866455,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30042.173828125,2.1764767169952393,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30043.482421875,2.1766889095306396,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30044.7890625,2.1765434741973877,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30046.09765625,2.1750807762145996,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30047.404296875,2.1726608276367188,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30048.7109375,2.1697113513946533,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30050.021484375,2.166912317276001,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30051.328125,2.1639130115509033,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30052.634765625,2.160928249359131,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30053.9453125,2.160632371902466,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30055.25,2.1625399589538574,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30056.5625,2.164579153060913,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30057.87109375,2.1659250259399414,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30059.177734375,2.1666040420532227,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30060.48828125,2.1667563915252686,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30061.79296875,2.167266845703125,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30063.1015625,2.1658267974853516,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30064.41015625,2.165462017059326,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30065.71484375,2.167139768600464,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30067.025390625,2.170038938522339,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30068.333984375,2.1734204292297363,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30069.640625,2.1764354705810547,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30070.951171875,2.1773126125335693,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30072.255859375,2.1766631603240967,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30073.564453125,2.1763126850128174,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30074.875,2.1749680042266846,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30076.181640625,2.1739373207092285,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30077.490234375,2.1744868755340576,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30078.796875,2.1776278018951416,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30080.10546875,2.18164324760437,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30081.416015625,2.1837587356567383,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30082.72265625,2.183284282684326,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30084.029296875,2.1824915409088135,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30085.33984375,2.1806740760803223,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30086.646484375,2.1786844730377197,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30087.953125,2.177586793899536,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30089.26171875,2.176676034927368,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30090.5703125,2.1744656562805176,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30091.87890625,2.1732499599456787,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30093.185546875,2.1730644702911377,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30094.49609375,2.1700522899627686,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30095.802734375,2.16628098487854,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30097.111328125,2.163285970687866,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30098.419921875,2.16087007522583,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30099.724609375,2.158557415008545,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30101.033203125,2.1565663814544678,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30102.341796875,2.1560680866241455,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30103.6484375,2.1555724143981934,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30104.958984375,2.154634714126587,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30106.267578125,2.1551806926727295,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30107.57421875,2.1577413082122803,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30108.884765625,2.161611318588257,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30110.189453125,2.1645889282226562,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30111.498046875,2.1660308837890625,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30112.80859375,2.168267250061035,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30114.11328125,2.168882369995117,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30115.423828125,2.16924786567688,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30116.73046875,2.1703803539276123,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30118.0390625,2.1712710857391357,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30119.34765625,2.1714837551116943,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30120.654296875,2.171931505203247,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30121.962890625,2.172820806503296,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30123.26953125,2.174978494644165,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30124.576171875,2.1740975379943848,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30125.88671875,2.1711270809173584,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30127.193359375,2.168401002883911,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30128.501953125,2.1670191287994385,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30129.8125,2.1675195693969727,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30131.119140625,2.1691834926605225,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30132.4296875,2.1693191528320312,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30133.736328125,2.1681416034698486,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30135.04296875,2.1674644947052,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30136.3515625,2.1668665409088135,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30137.65625,2.1659798622131348,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30138.96484375,2.164175033569336,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30140.275390625,2.1616642475128174,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30141.58203125,2.1597578525543213,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30142.892578125,2.1603705883026123,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30144.19921875,2.1604397296905518,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30145.505859375,2.1587841510772705,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30146.81640625,2.157017469406128,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30148.123046875,2.156264543533325,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30149.431640625,2.156336545944214,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30150.740234375,2.1567776203155518,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30152.046875,2.1567180156707764,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30153.357421875,2.1565682888031006,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30154.6640625,2.156956672668457,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30155.970703125,2.157449722290039,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30157.279296875,2.1578710079193115,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30158.5859375,2.159024238586426,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30159.896484375,2.1622440814971924,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30161.205078125,2.1659395694732666,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30162.509765625,2.1677086353302,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30163.8203125,2.1691391468048096,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30165.126953125,2.1706366539001465,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30166.435546875,2.1716933250427246,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30167.74609375,2.1722593307495117,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30169.05078125,2.1724307537078857,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30170.361328125,2.1726021766662598,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30171.669921875,2.172222375869751,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30172.97265625,2.1717288494110107,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30174.283203125,2.171584129333496,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30175.587890625,2.169398307800293,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30176.8984375,2.1672894954681396,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30178.208984375,2.166753053665161,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30179.513671875,2.1671595573425293,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30180.826171875,2.1674647331237793,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30182.1328125,2.167693614959717,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30183.439453125,2.168658494949341,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30184.75,2.1703574657440186,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30186.0546875,2.171085834503174,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30187.365234375,2.171478509902954,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30188.673828125,2.1721014976501465,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30189.98046875,2.172574043273926,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30191.2890625,2.172740936279297,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30192.59375,2.172931671142578,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30193.90234375,2.1719040870666504,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30195.212890625,2.170557737350464,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30196.51953125,2.1691465377807617,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30197.828125,2.1678659915924072,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30199.13671875,2.1664087772369385,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30200.443359375,2.164487838745117,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30201.75390625,2.162980556488037,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30203.060546875,2.1630377769470215,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30204.369140625,2.1616322994232178,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30205.6796875,2.159883737564087,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30206.984375,2.159742832183838,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30208.29296875,2.1611924171447754,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30209.599609375,2.1622283458709717,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30210.90625,2.1617469787597656,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30212.216796875,2.161630153656006,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30213.5234375,2.1630325317382812,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30214.833984375,2.1643786430358887,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30216.142578125,2.166367292404175,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30217.44921875,2.1686413288116455,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30218.7578125,2.1699318885803223,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30220.064453125,2.169724464416504,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30221.37109375,2.170797348022461,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30222.6796875,2.1733508110046387,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30223.98828125,2.1727001667022705,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30225.298828125,2.1720707416534424,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30226.60546875,2.1728579998016357,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30227.912109375,2.173772096633911,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30229.22265625,2.173297166824341,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30230.52734375,2.171896457672119,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30231.8359375,2.1711673736572266,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30233.146484375,2.169436454772949,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30234.451171875,2.1678466796875,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30235.76171875,2.168630599975586,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30237.0703125,2.1689085960388184,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30238.376953125,2.1673552989959717,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30239.6875,2.165072202682495,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30240.9921875,2.162824869155884,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30242.302734375,2.160552740097046,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30243.611328125,2.159928321838379,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30244.916015625,2.160557985305786,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30246.2265625,2.160799026489258,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30247.53125,2.1601788997650146,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30248.83984375,2.159763813018799,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30250.150390625,2.160585880279541,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30251.45703125,2.1612846851348877,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30252.765625,2.1593177318573,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30254.07421875,2.159532070159912,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30255.380859375,2.160475969314575,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30256.69140625,2.161695957183838,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30257.99609375,2.163469076156616,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30259.3046875,2.1653640270233154,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30260.615234375,2.165971040725708,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30261.921875,2.164958953857422,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30263.23046875,2.1647086143493652,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30264.5390625,2.165175437927246,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30265.84375,2.1643474102020264,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30267.154296875,2.162860631942749,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30268.4609375,2.1623528003692627,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30269.767578125,2.1632044315338135,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30271.078125,2.1639974117279053,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30272.384765625,2.163956880569458,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30273.6953125,2.1646194458007812,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30275.001953125,2.1641252040863037,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30276.310546875,2.1624882221221924,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30277.619140625,2.161168336868286,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30278.92578125,2.1606616973876953,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30280.232421875,2.1600542068481445,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30281.541015625,2.1588189601898193,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30282.84765625,2.1576473712921143,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30284.158203125,2.157090663909912,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30285.46484375,2.1570839881896973,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30286.7734375,2.157240867614746,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30288.083984375,2.158470392227173,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30289.388671875,2.1615164279937744,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30290.69921875,2.1638126373291016,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30292.0078125,2.162174940109253,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30293.314453125,2.1622655391693115,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30294.623046875,2.163130521774292,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30295.9296875,2.1640853881835938,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30297.23828125,2.1643073558807373,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30298.546875,2.1636717319488525,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30299.853515625,2.1629116535186768,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30301.1640625,2.1615357398986816,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30302.470703125,2.159482955932617,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30303.77734375,2.159010887145996,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30305.087890625,2.1560637950897217,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30306.39453125,2.1525988578796387,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30307.703125,2.1514387130737305,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30309.01171875,2.152662515640259,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30310.318359375,2.155060291290283,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30311.62890625,2.156683921813965,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30312.935546875,2.157809257507324,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30314.2421875,2.160337448120117,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30315.55078125,2.161867141723633,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30316.857421875,2.1631979942321777,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30318.166015625,2.164675235748291,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30319.474609375,2.1653926372528076,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30320.78125,2.1648740768432617,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30322.091796875,2.163835048675537,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30323.3984375,2.1628503799438477,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30324.70703125,2.1620569229125977,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30326.017578125,2.159895181655884,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30327.322265625,2.1574370861053467,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30328.6328125,2.1554369926452637,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30329.94140625,2.1538212299346924,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30331.24609375,2.152998447418213,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30332.556640625,2.1535804271698,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30333.86328125,2.153574228286743,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30335.169921875,2.153606653213501,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30336.48046875,2.153486728668213,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30337.787109375,2.153524875640869,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30339.095703125,2.1537373065948486,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30340.40234375,2.1536638736724854,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30341.7109375,2.1533992290496826,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30343.01953125,2.153578519821167,,,
,20cbc7c4-551c-4b02-813f-b661bd339c30,UV 1_280,30344.326171875,2.1533985137939453,,,
